MsgID.GLOBAL_POSITION,0.0000000,-122.3957501,37.7932823,0.2480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,58.8500000,0.0781922,0.1200163,-0.2484051
MsgID.LOCAL_VELOCITY,58.8500000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932816,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932812,0.2620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.1000000,-0.0506212,0.0840259,-0.2620110
MsgID.LOCAL_VELOCITY,59.1000000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932807,0.2620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.3500000,-0.1041528,0.0051844,-0.2627055
MsgID.LOCAL_VELOCITY,59.3500000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932815,0.2500000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.6000000,-0.0194737,-0.0043048,-0.2502986
MsgID.LOCAL_VELOCITY,59.6000000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932832,0.2260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,59.8500000,0.1782640,-0.0040978,-0.2268935
MsgID.LOCAL_VELOCITY,59.8500000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957514,37.7932816,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932827,0.1950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.1000000,0.1202116,-0.0040771,-0.1957687
MsgID.LOCAL_VELOCITY,60.1000000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932806,0.1600000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.3500000,-0.1136730,0.0142389,-0.1609559
MsgID.LOCAL_VELOCITY,60.3500000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932817,0.1250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.6000000,0.0082267,-0.0037874,-0.1259136
MsgID.LOCAL_VELOCITY,60.6000000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957532,37.7932829,0.0940000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,60.8500000,0.1461140,-0.1550547,-0.0948394
MsgID.LOCAL_VELOCITY,60.8500000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932820,0.0740000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,61.1000000,0.0511317,0.0347011,-0.0746398
MsgID.LOCAL_VELOCITY,61.1000000,0.0000069,-0.0000037,0.0000142
MsgID.GLOBAL_POSITION,0.0000000,-122.3957517,37.7932805,0.1160000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-0.9000000
MsgID.LOCAL_POSITION,61.3500000,-0.1128261,0.0216109,-0.1165314
MsgID.LOCAL_VELOCITY,61.3500000,-0.0002363,0.0005656,-0.9086300
MsgID.GLOBAL_POSITION,0.0000000,-122.3957521,37.7932806,0.6360000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0100000,-3.0800000
MsgID.LOCAL_POSITION,61.6000000,-0.0963146,-0.0149280,-0.6360506
MsgID.LOCAL_VELOCITY,61.6000000,0.0079198,0.0114822,-3.0897245
MsgID.GLOBAL_POSITION,0.0000000,-122.3957499,37.7932808,1.6250000
MsgID.LOCAL_VELOCITY,0.0000000,0.0100000,0.0100000,-4.3600000
MsgID.LOCAL_POSITION,61.8500000,-0.0733226,0.1768208,-1.6250674
MsgID.LOCAL_VELOCITY,61.8500000,0.0117633,0.0117801,-4.3642807
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957497,37.7932806,2.7890000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-4.3300000
MsgID.LOCAL_POSITION,62.1000000,-0.1028403,0.1974134,-2.7896838
MsgID.LOCAL_VELOCITY,62.1000000,0.0069188,-0.0000438,-4.3341031
MsgID.GLOBAL_POSITION,0.0000000,-122.3957506,37.7932807,3.5720000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,-1.6900000
MsgID.LOCAL_POSITION,62.3500000,-0.0841298,0.1155813,-3.5727296
MsgID.LOCAL_VELOCITY,62.3500000,0.0064986,-0.0000438,-1.6948268
MsgID.GLOBAL_POSITION,0.0000000,-122.3957529,37.7932820,3.7050000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0200000,0.7200000
MsgID.LOCAL_POSITION,62.6000000,0.0596365,-0.0929934,-3.7057786
MsgID.LOCAL_VELOCITY,62.6000000,0.0061124,0.0220616,0.7249898
MsgID.GLOBAL_POSITION,0.0000000,-122.3957520,37.7932818,3.3670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.7100000,1.7500000
MsgID.LOCAL_POSITION,62.8500000,0.0317809,-0.0126617,-3.3679168
MsgID.LOCAL_VELOCITY,62.8500000,-0.0011847,0.7137268,1.7563204
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957489,37.7932817,2.9270000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0100000,2.2200000,1.1900000
MsgID.LOCAL_POSITION,63.1000000,0.0248284,0.2643030,-2.9272480
MsgID.LOCAL_VELOCITY,63.1000000,-0.0126828,2.2249444,1.1976076
MsgID.GLOBAL_POSITION,0.0000000,-122.3957384,37.7932820,2.8170000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0200000,4.2900000,-0.5200000
MsgID.LOCAL_POSITION,63.3500000,0.0601862,1.1995258,-2.8171697
MsgID.LOCAL_VELOCITY,63.3500000,-0.0258500,4.2914972,-0.5255692
MsgID.GLOBAL_POSITION,0.0000000,-122.3957237,37.7932830,2.9700000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0600000,5.2700000,-0.6500000
MsgID.LOCAL_POSITION,63.6000000,0.1628321,2.5033967,-2.9707212
MsgID.LOCAL_VELOCITY,63.6000000,-0.0629232,5.2767925,-0.6523618
MsgID.GLOBAL_POSITION,0.0000000,-122.3957088,37.7932816,2.9990000
MsgID.LOCAL_VELOCITY,0.0000000,-0.1400000,4.8700000,-0.0400000
MsgID.LOCAL_POSITION,63.8500000,0.0049925,3.8321548,-2.9998431
MsgID.LOCAL_VELOCITY,63.8500000,-0.1426116,4.8713064,-0.0422504
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956983,37.7932805,2.9610000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0900000,3.4000000,-0.1000000
MsgID.LOCAL_POSITION,64.1000000,-0.1109376,4.7669535,-2.9614284
MsgID.LOCAL_VELOCITY,64.1000000,-0.0982153,3.4026711,-0.1094197
MsgID.GLOBAL_POSITION,0.0000000,-122.3956916,37.7932807,2.9670000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,1.8300000,-0.2200000
MsgID.LOCAL_POSITION,64.3500000,-0.0946654,5.3604431,-2.9674442
MsgID.LOCAL_VELOCITY,64.3500000,-0.0076753,1.8344941,-0.2236678
MsgID.GLOBAL_POSITION,0.0000000,-122.3956867,37.7932821,2.9800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.6300000,-0.1000000
MsgID.LOCAL_POSITION,64.6010000,0.0688204,5.7946978,-2.9802186
MsgID.LOCAL_VELOCITY,64.6010000,0.0034538,0.6385652,-0.1026368
MsgID.GLOBAL_POSITION,0.0000000,-122.3956865,37.7932817,2.9890000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0400000,-0.4400000,-0.0300000
MsgID.LOCAL_POSITION,64.8510000,0.0220861,5.8122377,-2.9890676
MsgID.LOCAL_VELOCITY,64.8510000,-0.0443349,-0.4499082,-0.0320604
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956879,37.7932804,2.9960000
MsgID.LOCAL_VELOCITY,0.0000000,-0.0500000,-0.9900000,0.0100000
MsgID.LOCAL_POSITION,65.1010000,-0.1184852,5.6905246,-2.9960907
MsgID.LOCAL_VELOCITY,65.1010000,-0.0560006,-0.9936770,0.0115665
MsgID.GLOBAL_POSITION,0.0000000,-122.3956901,37.7932808,3.0030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0600000,-1.1200000,0.1000000
MsgID.LOCAL_POSITION,65.3510000,-0.0820085,5.4904456,-3.0039575
MsgID.LOCAL_VELOCITY,65.3510000,0.0696551,-1.1217374,0.1044754
MsgID.GLOBAL_POSITION,0.0000000,-122.3956948,37.7932810,3.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.1000000,-0.8200000,0.1700000
MsgID.LOCAL_POSITION,65.6010000,-0.0544633,5.0787187,-3.0047793
MsgID.LOCAL_VELOCITY,65.6010000,0.1062696,-0.8255501,0.1769543
MsgID.GLOBAL_POSITION,0.0000000,-122.3956958,37.7932812,2.9950000
MsgID.LOCAL_VELOCITY,0.0000000,0.0400000,-0.3900000,0.1400000
MsgID.LOCAL_POSITION,65.8510000,-0.0363349,4.9857106,-2.9951434
MsgID.LOCAL_VELOCITY,65.8510000,0.0405480,-0.3901770,0.1444456
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956966,37.7932813,2.9960000
MsgID.LOCAL_VELOCITY,0.0000000,0.2200000,-0.1800000,0.0800000
MsgID.LOCAL_POSITION,66.1010000,-0.0199009,4.9194212,-2.9967039
MsgID.LOCAL_VELOCITY,66.1010000,0.2230099,-0.1837949,0.0843989
MsgID.GLOBAL_POSITION,0.0000000,-122.3956975,37.7932833,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,1.5000000,-0.1200000,0.0400000
MsgID.LOCAL_POSITION,66.3510000,0.2019994,4.8390169,-2.9887626
MsgID.LOCAL_VELOCITY,66.3510000,1.5012064,-0.1225091,0.0431682
MsgID.GLOBAL_POSITION,0.0000000,-122.3956994,37.7932885,2.9830000
MsgID.LOCAL_VELOCITY,0.0000000,2.8600000,-0.0300000,-0.0500000
MsgID.LOCAL_POSITION,66.6010000,0.7787591,4.6687922,-2.9832969
MsgID.LOCAL_VELOCITY,66.6010000,2.8621907,-0.0337256,-0.0529436
MsgID.GLOBAL_POSITION,0.0000000,-122.3956993,37.7932956,2.9760000
MsgID.LOCAL_VELOCITY,0.0000000,3.9700000,0.1300000,-0.0800000
MsgID.LOCAL_POSITION,66.8510000,1.5700592,4.6781158,-2.9765697
MsgID.LOCAL_VELOCITY,66.8510000,3.9725912,0.1327973,-0.0807218
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956971,37.7933069,2.9730000
MsgID.LOCAL_VELOCITY,0.0000000,4.9000000,0.3300000,-0.1400000
MsgID.LOCAL_POSITION,67.1010000,2.8176744,4.8679605,-2.9734321
MsgID.LOCAL_VELOCITY,67.1010000,4.9010458,0.3323242,-0.1494961
MsgID.GLOBAL_POSITION,0.0000000,-122.3956946,37.7933173,2.9740000
MsgID.LOCAL_VELOCITY,0.0000000,4.5200000,0.2800000,-0.1300000
MsgID.LOCAL_POSITION,67.3510000,3.9815419,5.0912395,-2.9744358
MsgID.LOCAL_VELOCITY,67.3510000,4.5292130,0.2825340,-0.1353101
MsgID.GLOBAL_POSITION,0.0000000,-122.3956970,37.7933244,2.9760000
MsgID.LOCAL_VELOCITY,0.0000000,2.9400000,0.0700000,-0.1200000
